Scott Sunderland
Josef Somner
Margo Martindale
J.Emmet Walsh
Kenneth Tobin
Niholas Cage
Bob Lujan
Leslie Gilb
Richard Blackburn
Andre theGiant
Anne Dyson
Willoughby Gray
Harley Kozak
J.A. Preston
Michael deLeon
Ellen Wade
Michael J.\ Fox
David Paymar
Nina
Wendie Malick
Anna Devere Smith
John Comer
Judy Campbell
Shannon Dougherty
Benoit Poolvoorde
Andre Borzei
Remy Belvaux
Rene Lefevre
Annabella
Max Dearly
Queenie Leonard
Harry Thurston
Nicole Besnard
Roman Navarro
Eva Gobor
Kurt Kaszner
Madelaine Sherwood
Philip Ober
Alan Feinstein
Cherry McClain
Tony March
Marianne Marks
Jeffrey Wheat
Joseph Whipp
Tom McFadden
Alexander Zale
Gianne Maria Canale
Renato Baldini
Scilla Gabel
Nikola Popovic
Harriet Medin
Montgomery Glen
Maria Therese Vianello
Spencer Williams
Meynier
Rosemarie Dexter
Brenda Ficker
Brad Whitford
Pablo Ferrez
Vera Taichi
Billy Frick
Cheryl Waters
Eugene Daniels
John Cheung
Carole Matthews
Jil Jarmyn
Richard Garland
Pamela Duncan
Charles bronson
Maury Amsrdam
Barboura Morris
Frank deCova
Wally Campo
Lili St.Cyr
Yvette Wickers
Celia Lovsky
Michael Mark
Barbara Morris
Anthony Carbone
Myrna Fahet
Jonathan Hare
Gravis Mushnik
Maggie Pr.
Rilke Mathews
Elizabeth Sheperd
Oliver Johnson
Derek Frances
Michael J. Polard
Clint Kimbrough
Robert Corff
Elaine Giftos
Country Joe and the Fish
Richard Bach
Jan Russell
Sally Todd
Robert Dix
Laurie Mitchell
Cathy Downs
Louis Javet
Noel Neill
Wilfred Hyde-White
Ken Hutchinson
Mathew Broderick
Rutiger Hauer
John wood
Darlene Love
Traci Wolfe
Bub Taylor
Stephen Kahan
x. MacArthur
Avril Nagers
Earl Cameron
Ricky Der
Jan Murray
Michael Padilla~jr.
Alizia Gur
Robert Sacchi
Madolyn Smith Osborne
Robert Dh\'ery
Colette Brosset
Norman Bassington
Celeste Brown
Cyril Kusack
Malcom McDowall
Britt Eklund
Joss Aukland
Richard hurndall
Michael C. Gwynne
Anette OToole
Lee J. cobb
Stephen Dunne
Reginal Sheffield
Roy Robert
Barry Coe
Robert deNirto
Frank Capra
Taral Hicks
Clem Caserta
Dave Salerno
Jason Bernard
Tristine Skyler
Bill Nelson
Judith Hoag
Elaine Strich
Mary Elizabeth Mastantonio
Charles Hallahan
Jeremy Folman
Jamie Smith
Nancy Welford
Winnie Lightner
Ann Pennington
William Bakewell
Nick Lucas
Polly Walters
Leila Bennett
Matt McHugh
Marjorie Gleason
Leslie Fenton
Sid Silvers
Vilma Ebsen
Alive Faye
Ritz Brothers
Buddy ebsen
Raymond Wilburn
leo Gorcey
Juli Reding
Angelo Evans
Jewell Jernigan
Edward Ryan
Jackie Paley
Wlliam Campbell
Clara Williams
George Beban
Frank Borzage
Tsuru Aoki
Vincenzo Musolino
Maria Fiore
Aldo Zollo
Enzo Fiermonte
Gulio Garbinetti
Nietta Zocchi
John Amar
Michael Francis Clarke
Tom Bowie
Saffrom Burrows
Samual L. Jackson
King Moody
Ronee Blakly
Beverly Roberts
June Travis
Sarah Edwards
Doris Weston
Lee Dixon
Randolph Scott Chandler
Richard Berthelmess
Jackie Condon
Peggy Cartwright
Mickey Daniels
Richard Daniels
Joe Cobb
June Marlowe
George McFarland
Buster Phelps
Frank Mayo
Mabel Forrest
Lillian West
Howard Hickman
Marcia May Jones
Marcia May
Walter Petrie
Gladys duBois
Leon Waycoff
Darcy Corrigan
Gene Raymon
Robert Sampson
Francies Reid
Rebecca Sand
Aline Dunbar
Stefan Schnable
Thano Ramo
Lidia Vana
Christy Connors
Vincent Padula
Armande Assante
Brian Mallon
Marion Edwards
Grant Page
Brian Dehenny
Diana Venora
Josie deGuzman
Joanne Gleason
Anna CalderMarshall
Robert Quarray
Valli Kemp
John Cater
Iriine Bedart
Tim Abbott
Tane McClure
Teresa Langley
Jeremy Jordan
Ron Sliver
Hector Elizonda
Leslee Udwin
Chris Hunter
Roger Daltree
Richard Graham
Fiona Walker
Lilian Hellman
Andras Ambrus
Andras Morton
Bela Both
Leo Lissek
Alyson Spiro
Janos Kulka
Athena Papadimitriu
Valeria Hobson
Audrey Fildes
John Carol
Jim Antonio
Laurene London
Marion Ross
Shari Shattuck
Thomas Wagner
Arkie Whiteley
Sam Kelley
Jack Shepperd
Bobby Hunt
Patricia Hayes
Alan McNaughton
Bobby deCico
Gina Hecht
Cheryl Carter
Beck Gonzales
Corki Corman
Pawyer Trollhaus
Ola Ray
Ashley Cox
Dawn Dunlap
K.C. Winkler
Robbin Young
Tyrone Power~jr.
Kevn Costner
Gary Sinese
Matthew McConnaghey
Jenna Elfman
Taylor Momsen
Russel Crowe
Dave Bayer
Sunshine Parker
Red West
Julie Michael
Jeff Healey Band
Jodi Long
Eric Dare
Paul Whitthorne
Leah Shea
Anders Hove
Don Keith Cooper
Martine Beswicke
Anne Elizabeth Ramsay
Caroline McWilliams
Fred Mancuso
David Bowe
Efharris
Michael Pahoels-Carlson
Noel Drayton
Viginia Drake
Jacqueline White
David Charlie
Carlton Young
Ted DeCorsica
Cornelia otis skinner
Eileen Way
Robert Simon
William Lucas
Catherine Lacy
Soh Yamamura
Leora Davis
June Dayton
Shunichi Nakamura
Trish Devere
Coleen Dewhurst
Carlene Watkins
Olivia D'Abo
Pat Roach
Erie Reyes~jr.
Connie Russell
Billy Daniels
Larry J. Blake
Hiram Sherman
Arthur OCinnell
Peter Sellers Colman
Marc OShea
Michael Liebman
Lorcan Cranitch
Paul Pena
Kongar ol-Ondar
Charlotee Rampling
Jane Kaczmarek
Robin Johnson
Rob Knepper
Harris Gulin
Robert Quaig
Laurence Dobkin
Mills watson
Robert Davis
Richard Grove
Bendan Fraser
Robert Lowry
Barton McLaine
B.G.
Ally Walker
Viveka A. Fox
Dakota
Maria Pitillo
Chris Lemmon
Deborah Benson
Roxana Zal
Robby Kiger
Son Hoang Bui
Peter Bend
Michelle Burke
Christin Hinojosa
Julie Delpie
Amie Carey
Dina Spybey
Kim Greist
Bill Monroe
Alison Kraus
Victor Garbe
Hardin
Robert McKim
Ethel Wales
Marion `Peanuts' Byron
Helen Freeman
Elizabeth Young
Gloria DeHaven
Selena Royle
Joseph Bulloff
Jossie Guzman
Richard Chavez
Gerry Mulligan
Shelly Manne
Art Farmer
Art Pepper
Andre Previn
Red Mitchell
Carmen McRae
Robert Palmer
Dave A. Stewart
R.L. Burnside
Roosevelt (Booba) Barnes
Leonie Pitchford
Big Jack Johnson
Jesse Mae Hemphill
Boozoo Chavis
Beau Jocque
Peter Rowan
Johnson Mountain Boys
Herman Glogauer
Onlow Stevens
Michael J, Fox
Henry Montgomery
`Ellay Morte'
Ernest Dorian
Tamara Geva
Se Yung
Chrisopher Cazenove
Alex McCrindle
Marc Stevens
Tina Russell
Kim Pope
James Dreyfus
Rhys Jens
Tim McInnery
Mary Badham
Philip Alford
Will Kulva
Patrick Bedford
Sorrel Booke
Maximiliam Schell
Marcy Walker
Taylor Miller
Welken White
Basil Wallace
Gary Basaraba
Dion Anderson
Casey Friel
Kathy Lemons
Daniel Benzali
Jamie Lee Curtus
Jos\'e Perez
Joe Carberry
Don Blakely
Blair Marion
Harper Simon
Ceclia Parker
George `Gabby' Hayes
Forrest Taylor
Earl Dwire
Joanna Curtin
Carl Donner
Stan Adams
Madame Spivey
Jack Dempsay
Cassius Clay
Sidney Potier
leon Janney
Bill Baile
John Masley
John Dern
Jeffrey Hayes
Robin Harris
Viktor Tsoi
Marina Smirnova
Konstantin Fyodorov
Zhanna Isina
Gennadi Statunov
Sarita Moniel
Marian Carr
George Kenedy
Milton Seltzer
Gabriele Tinti
Ernst Borgnine
Michael Fox
Keith carradine
Catherine Bach
Chales Duning
Alen McCowen
Tomisaburo Watanabe
Deborah May
Kristen Cloke
Charlie Spradling
Vernee Watson Johnson
Rick Dean
Paddi Edwards
Colman King
Maggie Dirane
Walter HuddF
W.E. Holloway
Ellen deGeneres
Robert Flyming
Josephine Griffin
Kenneth Macrae
David Collings
Paddy Stone
Shelly Winters
Angela Cartwright
Peter Bourne
Georgy Ganz
George baker
Francoise Dorelac
Iain Quarrier
Terry Downes
Fional Lewis
Didi Hallervorden
Melvyn douglas
Jo vanFrleet
John Collin
Tony Church
Jimmie Ray Weeks
David Huddlestone
Sigournet Weaver
Frank Sangella
Hazel Brooks
Joseph Pevney
Danielle Darieux
James mason
Anne Meacham
Frank Cellier
Gwen Frangcon Davies
Cedric Harwicke
Samuel L. Hinds
Peggy Stewart
Neil ODay
Kitty ONeil
Dobbs Greer
Emerson Treacy
Chads B.
Alexander Scoursby
Ruby Goodwin
Brad Weston
The Pentagon
Glynis Jones
Mathew Garber
Bernard lee
Nancy Nevinson
Jean Louis Trintigant
Paul Faivre
Jeanne Valerie
Jean-Louis Trintignant
Simone Reanant
Claude Girard
Francine Spaak
Rhonda Flemming
Richard Erdman
William conrad
Andreas Katsulas
Howard George
Carlos Riquelme
Joseph GodonLevitt
Vann Gravage
Edie McClurg
Nicoletta Brascchi
Giorgio Cantarini
Robert vanLoon
Carmelo Sazio
Paul Muller
Anna Proclemer
Maria Mauban
Leslie Daniels
Natalia Rai
Jackie Frost
Mathias wieman
Renate Mannhardt
Elise Audinger
Vittoroa deSica
Giovanna Montanelli
Anne Verdon
Pearl Kaplan
Jack Starrett
Bruno V. Seta
Philip Merryvale
Jackie `Butch' Jenkins
Frances Gifford
Mary Healy
Mary Jo Tarola
Monica Lewis
Jane darwell
Betty Lou Keim
Reinol Martinez
Consuelo Gomez
Peter Maquardt
Cheech Martin
Carlos Gomez
Quentin Tarentino
John Hawkes
Eliajah Wood
Jordan Brewster
Ian Holmes
M.~Emmet Walsh
William Anderson
Mia-Sara
David Bennent
Carrie Heinn
Michael Behn
Colette Miller
Tip Tipping
Capl Topa
Blain Fainman
Lorraine bracco
Yusaku Matsuda
Ken Takamura
Michael Matson
Christopher MacDonald
Steven Tobolowsky
Tomothy Carhart
Ryan Philippe
David Lascher
Jordan Clarke
Lizbeth MacKay
James Medina
Jordan Scott
Nicole Ann Samuel
Arthur Marx
Victoria Medlin
Bob Donner
Gilda Texler
Eddie Byrnr
Betty McDowell
Ellen Baekin
Roseanne Arquette
Janeane Garafola
William OLeary
Gaillard Sartain
Jeffrey deMunn
Garland Bunting
James Harper
Blaze Starr
Marques Johnson
Ernest Hardee
Eloy Casados
John Marshall Jones
Nigel Miguel
Bill Henderson
Sonny Craver
Jon Hendricks
Linda Hart
Louise Albritton
John Hall
Lon Chaney,~jr.
Lou Collier
Gordon Oliver
Ivonne deCarlo
Bill Kraus
Eizabeth Taylor
Arthur Ashe
Magic Johnson
John Baker
Goetz Otto
Geoffrey Pasltrow
Everett Sloan
Janet Ward
Polly Rowles
Wendy Winkleman
Kay Stewart
Sean McClorey
Everett Glass
Harry Tyler
Steve Mitchell
Gladys Hurlbur
John Baragrey
Raymond Bailey
Oland Soule
John Irving
Carol Mathews
Judith Ames
Robert R. Harris
Ken Christy
Clary Hunter
Billy Newell
Frank Krieg
Jack Tesler
Mildred Dunnuck
Lillian Bronson
Dorothy Crehan
Edmund Ryan
Betty Hanford
Ray Real
Paul Pincerni
Gladyss Cooper
Georgann Johnson
David Armstrong
Len Lesser
Cheryl Callaway
William Yip
Marian Seldes
Victor Tayback
Russel Collins
Elisabeth Frazer
Arthur Batanides
Rad Fulton
Richard Evans
Richard Rust
Richard Gering
Clint Kimborough
Amy Douglass
Clu Galager
Joseph Sullivan
Taldo Kenyon
John Megna
Leslie Nielsem
Don Chastain
Zolya Talma
Cuba Gooding
Ted Marcoux
Beby
Andre Servilanges
Gilles Magaritis
Simone Cressier
Jean Marchat
Nicole Ladmiral
Jean Riviere
Armand Guibert
Francois Leterier
Roland Monod
Charles LeClainche
Martin Lassale
Pierre Lymarie
Florence Carrez
Francois Lafargue
Pierre Klossowski
Nadine Nortier
JeanClaude Guilbert
Paul Hebert
Maria Cardinal
z x
x x
Vladimir AntolekOresek
Luc Simon
Laura Duke Condominas
Antoine Monnier
Tina Irissari
Henry deMoaublanc
Laetitia Caracano
Christian Patey
Alain Bourguignon
Caroline Lang
Vincent Risterucci
Lynnn Loring
William henry
Cora Withersppon
Mickey Roonie
Cy Kendall
Richard Powell
Carleton Carpenter
Robert Coates
Peter Bracco
Anne Crawford
Betta St.John
Christy Turlington
Helene Remy
Walter Brandi
Marie Luisa Rolando
John Witherspoon
Jeff KOber
Zoe Caldwell
Paul Sparke
Don Metlow
Adrienne Cori
Charu Bala Chokshi
Jeremy Clyde
Roman Corbett
Carey Lovell
V.S. Brodie
Jeffrey Stone
Rusty Condieff
Mark Chrisopher Lawrence
Rusty Cundieff
Tisha Cambell
A. Gibson Gowland
Edwin Carewe
John Sainpolis
Lori Williams
Haji
Tura Satana
Susan Bernard
Stu Lancaster
Dennis Bush
Dolly Read
Cynthia Meyers
John LaZar
Wayne Maunder
Philip Carey
Julian Benedikt
Herbert Fritsch
Veleska Hanel
Cora Frost
Paul Irving
Binnie Hale
Thelam Leeds
Donnie Duangan
Donnie Dunagan
Taylor Mead
Al Carmines
Yvonne Rainer
Jackie Curtis
John Rechy
Fred Halsted
Troy Perry
Russel Veigh
Jayne Conty
Angie Stardust
Joaquin La Habana
Judith Flex
Lila from the Deep South
Gary Miller
Friedrich Feher
Hans vonTwadowski
Emmett King
Daisy Belmore
Nora Cecil
Tempe piggott
Minnie Depree
Edmond O''Brien
Jeff Donell
William Wright
Donald MacBride
John Miljean
Barry Mitchell
Jouce Carey
Adrianne Allen
Hardy Kroger
Michael Goodlife
Alec McGowen
Goerge Rose
Edwin Richfield
Ralph Bates
Michail Craig
Anette Andre
Ron Wertheim
Nicky Gentile
Carlo Mejo
Arthur Maris
Viju Krim
Yonathan Lucus
Greta Vagu
Alan Coeberge
Ajita Wist
Lilith Ungerer
Amadeus Fengler
Margarethe vonTrotta
Gunther Kaufmann
Karl Scheydt
Elga Sorbas
Ingrid Caven
Margaretha vonTrotta
Hans Hirschm\"uller
Irm Herrmann
Hanna Scygulla
Brigitte Mira
El Hedi Ben Salem
Barbara Valentin
Wolfgang Schenck
Karlheinz Boehm
KarlHeinz Boehm
Ursula Straetz
Peter Chatel
Andrea Schroeber
Ana Karina
Volker Spengler
Klaus L\"owitsch
Berhard Wicki
Klaus Lowitsch
Ivan Deney
Karl Heinz
Annemarie D\"uringer
Doris Schade
Cornelia Froeboess
Henri Marteau
Carlo Brandt
Eric Nguyen
Jean Baptiste Huan
Thibault deMontalbert
Elisabeth Risdon
Lucille Bremer
Jason Robards~sr
Julia Dean
Lock Martin
Billie Gray
Eliot Feld
Gus Trikonis
Bill Bramley
Ned Glass
Los Maxwell
Nicholas Hammond
Duane Chase
Debbie Turner
Kym Karath
Jack Livingstone
William Post~jr.
Ilona Masey
Elana Verduge
Gerald Hammer
Renee Godfrey
Bill Bevan
Frederic Worlock
Allan Hale
Rudolf Valentino
Joseph Swickard
Clotilde Delano
Jack Peral
Thurstom Hall
William Robinson
Kyoko Kishida
Tsutoma Yamazaki
So Yamamamura
Rose Alba
Derek Aylward
Edgar K. Bruce
Gilly Grant
Cathy Howard
Hugh Latimer
Julie May
Nosher Powell
Vic Wise
Mort Click
Iris Meredith
Richard Fiske
David L. Lander
Manuel Ojeda
Christopher Lord
Stabby Kaye
Thomas F. Wilson
Mykelti Williamson
Henry Strozier
Michael Chaban
The Three Stooges
J.Farrel; MacDonald
Gilda Grey
Stanley Morner
Jeannette McDonald
Satanley Fields
Philip DForn
Ginger Rodgers
Goerge Zucco
Nicholas Soussanin
Kurt Gerron
Ulrich Haupt
Juliette Compton
Francis McDonald
Philip Holmes
Claire Dowell
Gustev vonSeyfferlitz
Louise Closser Hall
Emile Chatard
Rita La Loy
The U.S. Air Force
Robert Maplethorpe
Patti Smith
David Croland
Christa Lang
Bobby diCicco
Kelley Ward
Jenny Till
Dennis James
Michael McKeane
Steve Segall
Yvette Mimeux
Luis Miguel Dominguin
Cort Hubbert
Lanny Flaherty
Earl Hindman
Jeffrey Gott
Armin Stahl
David Helfgott
E-than Hacke
Youki Kodoh
Garry Goodrow
Jerome Raphael
Freddie Redd
Hampton Clanton
Dizzy Gilespie
James Moody
Mal Waldron
Gloria foster
Clarence William~III
Kirsten Wilson
RavenSymone
Robb Green
Rupert PerryJones
Stephen Moore
Judy Comwell
Richard Bries
Tim Healy
Gream x
Craig Burke
Alan Drummond
Dylan Brown
Gloria Munchmeyer
Rafael Benavente
Ernesto Beadle
Maria Castiglione
Harriet Walker
Arlene Cockburn
Florence Hoath
Dusan Pekic
Milan Maric
Grigori Alxandrov
Maxim Strauch
Mikhail Gomarov
Vladimir Barsky
Aleksandr Antonov
Grigori Alexandrov
Levshin
Nikolei Cherkassov
Nikolai Okhlopkov
Andrei Abrikosov
Dmitri Orlov
N.N. Arski
V.K. Novikov
V.L. Ershov
S. Blinnikov
I.I. Lagutin
L.A. Fenin
N.A. Rogozbin
Varvara Massalitinova
V.S. Ivasheva
Nikolai Cheraskov
Seraphima Birman
Ludmilla Tselikovskaya
Pavel Kadochnikov
Mikhail Nazanov
Andrei Abrisokov
Vsevolod Pudovkin
Darlanne Fleugel
Larry Rapp
Tom Hayden
Teusday Weld
Edith Roberts
Norman Trevor
Walter Booth
Effie Shannon
Scarlett Johannson
Keith Vitali
Virgil Frye
Laurie Anderson
Wolfgang Krause Zwieback
Erwin Stache
Kurt Masur
Messer Banzani
Heiner Mulller
Erich Honecker
Zorn
Lynn Fontanne
Cecil Sorel
Emile Drain
Jean Coquelin
Jacqueline Delubac
Liane Pathe
Pauline Carton
Sophie Desmarets
Edith Piaf
Lana Marconi
Darryl Cowl
Rebecca Walker
Micah Wagner
Hunter S. Thompson
Studs Terkel
Michael Stipe
George Stephanopoulos
Michael Spinola
Ralph Reed
Tommy Bond
Carol Foreman
Frantisek
Carol Forman
Robert Lowrey
John Duncan
Margaret Johnson
Marcel Ophuls
Eric Rohmer
Sinead Cusick
Grant Warnock
Lena Headsley
Barbara Chilcott
Linda Goranson
Blain Fairman
Rex Sevenoaks
Walter Marsh
Jo Golland
Jon Granik
Merv Campone
Reginald MxReynolds
Enrique Ponce
Kong Lin
Gong Zhaohui
Hu Yajie
Zhao Jun
Xie Yan
Kenju Kobayashi
Tetsura Tanaba
Leonard Sachs
William Dix
Forrest Whitaker
Adam Rich
Charles Shamata
Barbara Bosson
John Klaver
Kim Ullrich
Ann Gisel Glass
Bob Mathias
Hugh mcDermott
Lily Molnar
Zoe Gail
Cem Ozer
Huylya Avsar
Armin Block
Genevieve Townsend
Dorothy Green
Frank McGrath
Bobbie Burns
Robert Henderso Bland
Gene Gauntier
Percy Dyer
Jack Clark
Alice Hollister
Robert Vignola
Montague Sidney
Florence ODenishawn
Michael Bacall
Jayne Atkinson
Keiko
John Tenney
Smantha Eggar
Patrick McGohannon
Charles DMmcGraw
Lawrence Dobkin
Whilt Bissell
Carl `Alfalfa' Switzer
Donna Anderson
Harry Morgon
The Three Stoges
Katherine Houghton
Roy E. Glenn~sr.
Isabell Sanford
Barry Robin
Miles Chapin
Marianne Flynn
Sigfried
Ellie Raad
Jennifer Tilley
Veronica Yip
Joseph Sweeny
Barbara Nicholas
Carol Lawrence
Mary RobinRedd
Robert Mulligan
Sorell Brooke
Phyllis Newman
Godrey Cambridge
Jeremy Lloyd
Moffatt
Ted Ross
Theresa Merritt
Don Billett
Richard Foronjy
Carmine Caridi
Kenny Marino
Lindsay crouse
Raoul Julia
Christine Lathi
Jonas Abry
Charles Dutton
Jenny Lumet
Fyvush Frankel
International Crysis
George C. Scotting
Warren Baxter
Ben Bernie
Piscilla Lane
Rebecca Firth
George Shevstob
John Alanu
Hertha Thiele
Martha Wolter
Lili Sch\"onborn
Max Schlotzki
Gerhard Bienert
Andy Armstrong
Sarah-Jane Walker
Wu Fong Lung
Philip Chan Yan
Eugene Choy
John Canada Terrell
Joei Lee
Ozzie Davis
Al Freeman~jr.
Miki Howard
Zelda Harris
Ray Allen
Ruby Allen
Rosanne Dawson
Mille Jovovich
Bole x
Zeloi Harris
Michael Imperioli
Adrien Brodie
Steve Harvey
Robert Townsend
George Benson
FRankie Howerd
PeterGallagher
Wes Bently
Massoumeh Naderi
Zahra Naderi
Ghorba Ali Naderi
Azizeh Mohamadi
Dana Kimmel
Dylan Kussman
Isabel Glasser
Nicholas Surovy
Betty White
Bras Gorton
Madelein Stowe
James Crowell
Tala Birrell
Jim Hoyt
N'Bushe Wright
Leslie Nielsn
Charles Rampling
Clare Kelly
Philip Michael Thomas
Jurgen Vogel
Gedeon burkhard
Gail Kobe
Achid Heeren
Severn Darden
Ken Takakura
Veveca Lindfors
Gorge Gaynes
Harry Coni~jr.
Kristen Scott Thomas
Meryl Streeo
Tilda Swynton
Denise Nichols
Gon Li
Zhang FenYi
Ray Liu
Charlotte Valandrey
Peter Kraus
Fritz Eckhardt
Kanu Banerjee
Karuna Banerjee
Subir Banerjee
Uma Das Gupat
Tulsi Chakravarty
Chunibala Devi
Pinakaj Sengupta
Smaran Ghosal
Chchabi Biswas
Padma Devi
Pinakai Sen Gupta
Gangapada Bose
Ustad Waheed Khan
Roshan Kumari
Alok Charavarty
Swapan Mukherjee
Purnendu Mukherjee
Anil Chatterjee
Chandana Banerjee
Aparna Das Gupta
Sailen Mukherjee
Syamal Ghosal
Gitali Roy
Haren Chatterjee
Haradhan Banerjee
Bholanath
Uttam Kumar
Babita
Mamata Shankar
Deepankar De
Dan Stroud
Bill Jordan
Dick ONeil
Maria Rochwine
William Jordan
Amy Johnson
Fred Travalena
Bill Phillips Murry
Freeman King
Paul Mooney
Will Jordan
Larry Drake
Lori Saunders
Marissa Mathes
Raymond massey
Richard Chulenkan
Rosco Ates
Jack Estes~jr.
Betsy Hale
Rebecca Welles
Harp McGuire
Adrienne Marden
Albert Paulsen
Mario Gallo
Luher Adler
Carl Gottlieb
Roberts Blossom
Wendy Jo Sperber
Ronald Lacy
John RysDavis
midget actor
Erika Elemak
Doug McGrath
Jeremy Light
Ken McArity
Ke Huy Kwan
Desreta Jackson
Nigel Hawn
Alison Doody
Dante Basco
Wayne Knight
Ariana Richards
Leopold Kozlowski
Djimin Hounson
Matthew McConnaughy
Nigel Hawthorn
Julie Sommers
Veanne Cox
Paul Land
Denise Conrad
Frank Runyon
Jamie Tirelli
Forrest Taft
Les Temayne
Jammes Gammon
Ann Woodsworth
Red Clay Ramblers
Katryn Grayson
Francis rafferty
Robert Z. Leonard
Criswell
Texas Starr
Bunny Glaser
Fawn Silver
Robet Lang
Isela Vega
John Raitt
Russ Brown
Moray Watson
Dominique Minot
Thomas Chelimsky
Carl Duering
Nadia Grey
Jonathon Schaech
Gordon Warnecke
Rita Wolf
Ayub Khan Din
Wendy Gazelle
Joe Sheridan
Valerie Cogan
Gailard Sartin
Charles napier
Kevin J OConnor
Christian Clemenson
Cadie Huffman
Warren Berlin
Susie Cusack
Dan Healy
Margery Jane Ross
Tina Kellegher
Donal OKelly
Todd Louiso
Lilli Taylor
Karolyn Grimes
Carl Edmond
Charles R. Brown
Lloyd Gough
Gonzales Gonzales
Maria Emo
Kola Kwarian
Fred Bell
Gay Hamilton
Michael Horden
Danny Lloyd
Sidney Pollack
Francois Loyer
Aida Leiner
Stuart Paul
Kaye Ballard
Frances Fuller
Roscoe Kearns
Jules Gray
Cameron Boyd
Paul Cadenou
Isaah Walker
Eddie Jamieson
Eddy Affleck
Scott Canaan
Teagle F. Bougere
Allen Corduner
Matt McGrath
Tont Shalboub
Max Pomeranc
James Gondolfina
Wiliam H. Macy
Tony Shalloul
Marcelia Cartoxo
Jeffrey Coombs
Loryn Lockwood
Matt LeBlanc
Debi Hazar
Sachiko Hidari
Anne Carslile
Lenne Headley
Ben Masters
Emley Lloyd
Joe Montagna
Joe Montillo
Byron Keith Minns
LaRita Shelby
Christian Coleman
Kevin best
Aaron Schwartz
Kenan Thompson
Tom Hodges
Leah Lail
Tai
Willie Brown~jr
Frankie Lymon and the Teenagers
Robert Bolden
Edythe Chapman
Alec. B. Francis
Helen Dunbar
Purnell Pratt
Gwen Lee
Allen Jones
Leonard Ceeley
Ivie Anderson
Penelope Ann Mller
Mary Trees
S.Z. Zakall
Patricia Colinge
Edmond Breon
Jerry Austin
William H. Bassett
Margaret Whiting
Cathryn Caviness
Juanita Riley
Rogenia Goldthwaite
James B. Jones
Hugo Martin
Emmet Jackson
Myra D. Hemmings
Dizzy Gillespie
Gerladine Brock
R. Jore
Francine Everett
Alfred Hawkins
Inez Newell
Katherine Moore
Ines Newell
Rosalie Larrimore
Joyce McElrath
Jayne Brook
Maria Pittilo
Pamela Dillman
Justin Garms
Karen Kopit
Jessica Cariola
Bruce Altman
Maddie Corman
Meredith
Mr.~T
Soso Dzhachvliani
Lika Kavzharadze
Zaza Koleishvili
Peter vanNorden
Anne Bowen
Martin Beck
Toni Plana
Jerzy Skolimowski
Chack Berry
Johnny Johnson
Keith Richards
Etta James
Robert Cray
Julian Lennon
Joseph Mobuto
Thomas Hauser
Al dAmato
Evelyn Guerrero
Frances Dade
Harry Earles
Daisy Earles
Johnny Eck
Prince Randian
Carol Borland
Grace Ford
Randy Ingerman
Paget Brewster
Frances Tomelty
Aaron Michael Metchik
Asher Metchik
Andre the Giant
Serena Grandi
Nicola Warren
Francesca Dellera
Pascal Audret
Ewa Aulin
Anita Sanders
Therese Ann Savoy
Raffaella Baracchi
Gloria Rodrigues
Betty Kennedy
Sy Kramer
Jeff Lau
John Reilly
CB4
Allan Payne
Deezer D.
A.Khandi Alexander
Bridgette Wilson
Kathyn Keenan
Dennis Leary
Freda Dowie
Pete Postlewhite
Angela Walsh
Dean Williams
Phillip Sayer
William Wise
Clelia Weston
Chris Leavins
Joel S. Keller
Valeree Grant
Melissa Stribling
John vanEyssen
Valerie Gaunt
Brad Starr
Andr\'e Morell
George Pastell
Yvonne Monlaur
Edward deSouza
Ian Wilson
John Harvey
Christopher lee
Richard Pasco
Patrick Throughton
Andrew Kier
Francis Mathews
Susan Farmer
Susan Denberg
Madeleine Smith
Marla Shelton
Herman the Rabbitt
Matha Scott
Agnes Morrehead
William Bebdix
Jean Lodge
Sergo Corrieri
Jorge Perrugorria
Francisco Gatorno
G\"osta Ekman
Hans Alfredson
Margaretha Krook
Wilfred Brambell
Lenmart Nyman
Elisabeth S{\o}oderstrom
Birgitta Andersson
Magnus H\"arenstam
Sure Mangs
Kathleen Hellman
Charles McKeown
Winston Dennis
Suzie Humphries
Romai Duris
Live Schreiber
Tovah Feldschuh
Sallie Blane
Hardie Allbright
E. Felton
Warwick Buckland
Mai Deacon
Pino Cont
William Lugg
Elaine Benson
Cathleen Cordell
Eddie Kantor
Jack Kennedy
Raul Roulien
Walter Walker
Etta Moten
Arline judge
Carla Lehmann
Ethel Revnell
Gracie West
Margaret Collen
Christopher Durand
Helen Hanft
Charles Inslee
Young Deer
J.Barney Sherry
William Eagle Shirt
Anna Little
Grace Cunard
Art Acord
Francis Steenburgen
Sugar Ray Leonard
Liv Taylor
Charlie Theron
Grant Shaud
Peter Scolari
William Ragsdale
Will Seltzer
Ione Sykes
Rick Rossotich
Doug Savata
Peter Frechette
John Fujioka
Lang Yum
Mike Kimmel
Constance Towers
Ann Dowd
Scott Renderer
Susan Norman
Larry Maxwell
Jullianne Moore
Mark Holson
Tony Bell
Alice Nunn
Tony Cox
Patrice Martinez
Chris Odonnell
Tom Jones
Lisa Marie
Evan Rachel
Kazuo Hasegawa
Randall Cobb
Diedre Hall
John Kaplosi
Josef Odin
Don Levitt
Adrian Brody
Jack O'Halloran
Bruce Gary
Lenka Peterson
Christopher Mankiewicz
